Country/area,Technology,Year,Public Investments (2022 Million USD)
Belarus,Solar thermal energy,2020,
Belarus,Solar thermal energy,2021,
Belarus,Solar thermal energy,2022,
Belarus,Solar thermal energy,2023,
Belarus,Concentrated solar power,2019,
Belarus,Concentrated solar power,2020,
Belarus,Concentrated solar power,2021,
Belarus,Concentrated solar power,2022,
Belarus,Concentrated solar power,2023,
Belarus,Onshore wind energy,2019,
Belarus,Onshore wind energy,2020,
Belarus,Onshore wind energy,2021,
Belarus,Onshore wind energy,2022,
Belarus,Onshore wind energy,2023,
Belarus,Offshore wind energy,2019,
Belarus,Offshore wind energy,2020,
Belarus,Offshore wind energy,2021,
Belarus,Offshore wind energy,2022,
Belarus,Offshore wind energy,2023,
Belarus,Renewable hydropower,2019,
Belarus,Renewable hydropower,2020,
Belarus,Renewable hydropower,2021,
Belarus,Renewable hydropower,2022,
Belarus,Renewable hydropower,2023,
Belarus,Pumped storage,2019,
Belarus,Pumped storage,2020,
Belarus,Pumped storage,2021,
Belarus,Pumped storage,2022,
Belarus,Pumped storage,2023,
Belarus,Marine energy,2019,
Belarus,Marine energy,2020,
Belarus,Marine energy,2021,
Belarus,Marine energy,2022,
Belarus,Marine energy,2023,
Belarus,Nuclear,2019,0.16
Belarus,Nuclear,2020,0.05
Belarus,Nuclear,2021,
Belarus,Nuclear,2022,
Belarus,Nuclear,2023,
Belgium,Ongrid solar photovoltaic,2019,
Belgium,Ongrid solar photovoltaic,2020,
Belgium,Ongrid solar photovoltaic,2021,
Belgium,Ongrid solar photovoltaic,2022,55.81
Belgium,Ongrid solar photovoltaic,2023,
Belgium,Offgrid solar photovoltaic,2019,
Belgium,Offgrid solar photovoltaic,2020,
Belgium,Offgrid solar photovoltaic,2021,
Belgium,Offgrid solar photovoltaic,2022,
Belgium,Offgrid solar photovoltaic,2023,
Belgium,Solar thermal energy,2019,
Belgium,Solar thermal energy,2020,
Belgium,Solar thermal energy,2021,
Belgium,Solar thermal energy,2022,
Belgium,Solar thermal energy,2023,
Belgium,Concentrated solar power,2019,
Belgium,Concentrated solar power,2020,
Belgium,Concentrated solar power,2021,
Belgium,Concentrated solar power,2022,
Belgium,Concentrated solar power,2023,
Belgium,Onshore wind energy,2019,
Belgium,Onshore wind energy,2020,
Belgium,Onshore wind energy,2021,
Belgium,Onshore wind energy,2022,
Belgium,Onshore wind energy,2023,
Belgium,Offshore wind energy,2019,
Belgium,Offshore wind energy,2020,
Belgium,Offshore wind energy,2021,
Belgium,Offshore wind energy,2022,
Belgium,Offshore wind energy,2023,
Belgium,Renewable hydropower,2019,
Belgium,Renewable hydropower,2020,
Belgium,Renewable hydropower,2021,
Belgium,Renewable hydropower,2022,
Belgium,Renewable hydropower,2023,
Belgium,Pumped storage,2019,
Belgium,Pumped storage,2020,
Belgium,Pumped storage,2021,
Belgium,Pumped storage,2022,
Belgium,Pumped storage,2023,
Belgium,Marine energy,2019,
Belgium,Marine energy,2020,
Belgium,Marine energy,2021,
Belgium,Marine energy,2022,
Belgium,Marine energy,2023,
Belgium,Nuclear,2019,
Belgium,Nuclear,2020,
Belgium,Nuclear,2021,
Belgium,Nuclear,2022,
Belgium,Nuclear,2023,
Belize,Ongrid solar photovoltaic,2019,
Belize,Ongrid solar photovoltaic,2020,0.02
Belize,Ongrid solar photovoltaic,2021,2.91
Belize,Ongrid solar photovoltaic,2022,
Belize,Ongrid solar photovoltaic,2023,73.79
Belize,Offgrid solar photovoltaic,2019,
Belize,Offgrid solar photovoltaic,2020,
Belize,Offgrid solar photovoltaic,2021,
Belize,Offgrid solar photovoltaic,2022,
Belize,Offgrid solar photovoltaic,2023,
Belize,Solar thermal energy,2019,
Belize,Solar thermal energy,2020,
Belize,Solar thermal energy,2021,
Belize,Solar thermal energy,2022,
Belize,Solar thermal energy,2023,
Belize,Concentrated solar power,2019,
Belize,Concentrated solar power,2020,
Belize,Concentrated solar power,2021,
Belize,Concentrated solar power,2022,
Belize,Concentrated solar power,2023,
Belize,Onshore wind energy,2019,
Belize,Onshore wind energy,2020,
Belize,Onshore wind energy,2021,
Belize,Onshore wind energy,2022,
Belize,Onshore wind energy,2023,
Belize,Offshore wind energy,2019,
Belize,Offshore wind energy,2020,
Belize,Offshore wind energy,2021,
Belize,Offshore wind energy,2022,
Belize,Offshore wind energy,2023,
Belize,Renewable hydropower,2019,
Belize,Renewable hydropower,2020,
Belize,Renewable hydropower,2021,
Belize,Renewable hydropower,2022,
Belize,Renewable hydropower,2023,
Belize,Pumped storage,2019,
Belize,Pumped storage,2020,
Belize,Pumped storage,2021,
Belize,Pumped storage,2022,
Belize,Pumped storage,2023,
Belize,Marine energy,2019,
Belize,Marine energy,2020,
Belize,Marine energy,2021,
Belize,Marine energy,2022,
Belize,Marine energy,2023,
Belize,Nuclear,2019,
Belize,Nuclear,2020,
Belize,Nuclear,2021,
Belize,Nuclear,2022,
Belize,Nuclear,2023,
Benin,Ongrid solar photovoltaic,2019,
Benin,Ongrid solar photovoltaic,2020,
Benin,Ongrid solar photovoltaic,2021,0.52
Benin,Ongrid solar photovoltaic,2022,20.37
Benin,Ongrid solar photovoltaic,2023,15.63
Benin,Offgrid solar photovoltaic,2019,0
Benin,Offgrid solar photovoltaic,2020,0.02
Benin,Offgrid solar photovoltaic,2021,26.11
Benin,Offgrid solar photovoltaic,2022,39.27
Benin,Offgrid solar photovoltaic,2023,3.68
Benin,Solar thermal energy,2019,
Benin,Solar thermal energy,2020,
Benin,Solar thermal energy,2021,
Benin,Solar thermal energy,2022,
Benin,Solar thermal energy,2023,
Benin,Concentrated solar power,2019,
Benin,Concentrated solar power,2020,
Benin,Concentrated solar power,2021,
Benin,Concentrated solar power,2022,
Benin,Concentrated solar power,2023,
Benin,Onshore wind energy,2019,
Benin,Onshore wind energy,2020,
Benin,Onshore wind energy,2021,
Benin,Onshore wind energy,2022,
Benin,Onshore wind energy,2023,
Benin,Offshore wind energy,2019,
Benin,Offshore wind energy,2020,
Benin,Offshore wind energy,2021,
Benin,Offshore wind energy,2022,
Benin,Offshore wind energy,2023,
Benin,Renewable hydropower,2019,
Benin,Renewable hydropower,2020,
Benin,Renewable hydropower,2021,
Benin,Renewable hydropower,2022,
Benin,Renewable hydropower,2023,
Benin,Pumped storage,2019,
Benin,Pumped storage,2020,
Benin,Pumped storage,2021,
Benin,Pumped storage,2022,
Benin,Pumped storage,2023,
Benin,Marine energy,2019,
Benin,Marine energy,2020,
Benin,Marine energy,2021,
Benin,Marine energy,2022,
Benin,Marine energy,2023,
Benin,Nuclear,2019,
Benin,Nuclear,2020,
Benin,Nuclear,2021,
Benin,Nuclear,2022,
Benin,Nuclear,2023,
Bhutan,Ongrid solar photovoltaic,2019,
Bhutan,Ongrid solar photovoltaic,2020,0.51
Bhutan,Ongrid solar photovoltaic,2021,0.39
Bhutan,Ongrid solar photovoltaic,2022,19.26
Bhutan,Ongrid solar photovoltaic,2023,
Bhutan,Offgrid solar photovoltaic,2019,
Bhutan,Offgrid solar photovoltaic,2020,
Bhutan,Offgrid solar photovoltaic,2021,
Bhutan,Offgrid solar photovoltaic,2022,
Bhutan,Offgrid solar photovoltaic,2023,
Bhutan,Solar thermal energy,2019,
Bhutan,Solar thermal energy,2020,
Bhutan,Solar thermal energy,2021,
Bhutan,Solar thermal energy,2022,
Bhutan,Solar thermal energy,2023,
Bhutan,Concentrated solar power,2019,
Bhutan,Concentrated solar power,2020,
Bhutan,Concentrated solar power,2021,
Bhutan,Concentrated solar power,2022,
Bhutan,Concentrated solar power,2023,
Bhutan,Onshore wind energy,2019,
Bhutan,Onshore wind energy,2020,0.26
Bhutan,Onshore wind energy,2021,0.39
Bhutan,Onshore wind energy,2022,
Bhutan,Onshore wind energy,2023,
Bhutan,Offshore wind energy,2019,
Bhutan,Offshore wind energy,2020,
Bhutan,Offshore wind energy,2021,
Bhutan,Offshore wind energy,2022,
Bhutan,Offshore wind energy,2023,
Bhutan,Renewable hydropower,2019,0.7
Bhutan,Renewable hydropower,2020,
Bhutan,Renewable hydropower,2021,
Bhutan,Renewable hydropower,2022,
Bhutan,Renewable hydropower,2023,11.63
Bhutan,Pumped storage,2019,
Bhutan,Pumped storage,2020,
Bhutan,Pumped storage,2021,
Bhutan,Pumped storage,2022,
Bhutan,Pumped storage,2023,
Bhutan,Marine energy,2019,
Bhutan,Marine energy,2020,
Bhutan,Marine energy,2021,
Bhutan,Marine energy,2022,
Bhutan,Marine energy,2023,
Bhutan,Nuclear,2019,
Bhutan,Nuclear,2020,
Bhutan,Nuclear,2021,
Bhutan,Nuclear,2022,
Bhutan,Nuclear,2023,
Bolivia (Plurinational State of),Ongrid solar photovoltaic,2019,0.01
Bolivia (Plurinational State of),Ongrid solar photovoltaic,2020,0.05
Bolivia (Plurinational State of),Ongrid solar photovoltaic,2021,0.02
Bolivia (Plurinational State of),Ongrid solar photovoltaic,2022,
Bolivia (Plurinational State of),Ongrid solar photovoltaic,2023,14.85
Bolivia (Plurinational State of),Offgrid solar photovoltaic,2019,0
Bolivia (Plurinational State of),Offgrid solar photovoltaic,2020,
Bolivia (Plurinational State of),Offgrid solar photovoltaic,2021,
Bolivia (Plurinational State of),Offgrid solar photovoltaic,2022,0.13
Bolivia (Plurinational State of),Offgrid solar photovoltaic,2023,219.21
Bolivia (Plurinational State of),Solar thermal energy,2019,
Bolivia (Plurinational State of),Solar thermal energy,2020,
Bolivia (Plurinational State of),Solar thermal energy,2021,0
Bolivia (Plurinational State of),Solar thermal energy,2022,0
Bolivia (Plurinational State of),Solar thermal energy,2023,
Bolivia (Plurinational State of),Concentrated solar power,2019,
Bolivia (Plurinational State of),Concentrated solar power,2020,
Bolivia (Plurinational State of),Concentrated solar power,2021,
Bolivia (Plurinational State of),Concentrated solar power,2022,
Bolivia (Plurinational State of),Concentrated solar power,2023,
Bolivia (Plurinational State of),Onshore wind energy,2019,0.22
Bolivia (Plurinational State of),Onshore wind energy,2020,
Bolivia (Plurinational State of),Onshore wind energy,2021,
Bolivia (Plurinational State of),Onshore wind energy,2022,
Bolivia (Plurinational State of),Onshore wind energy,2023,
Bolivia (Plurinational State of),Offshore wind energy,2019,
Bolivia (Plurinational State of),Offshore wind energy,2020,
Bolivia (Plurinational State of),Offshore wind energy,2021,
Bolivia (Plurinational State of),Offshore wind energy,2022,
Bolivia (Plurinational State of),Offshore wind energy,2023,
Bolivia (Plurinational State of),Renewable hydropower,2019,
Bolivia (Plurinational State of),Renewable hydropower,2020,0.01
Bolivia (Plurinational State of),Renewable hydropower,2021,
Bolivia (Plurinational State of),Renewable hydropower,2022,
Bolivia (Plurinational State of),Renewable hydropower,2023,
Bolivia (Plurinational State of),Pumped storage,2019,
Bolivia (Plurinational State of),Pumped storage,2020,
Bolivia (Plurinational State of),Pumped storage,2021,
Bolivia (Plurinational State of),Pumped storage,2022,
Bolivia (Plurinational State of),Pumped storage,2023,
Bolivia (Plurinational State of),Marine energy,2019,
Bolivia (Plurinational State of),Marine energy,2020,
Bolivia (Plurinational State of),Marine energy,2021,
Bolivia (Plurinational State of),Marine energy,2022,
Bolivia (Plurinational State of),Marine energy,2023,
Bolivia (Plurinational State of),Nuclear,2019,
Bolivia (Plurinational State of),Nuclear,2020,
Bolivia (Plurinational State of),Nuclear,2021,
Bolivia (Plurinational State of),Nuclear,2022,
Bolivia (Plurinational State of),Nuclear,2023,
Bosnia and Herzegovina,Ongrid solar photovoltaic,2019,0.5
Bosnia and Herzegovina,Ongrid solar photovoltaic,2020,0.03
Bosnia and Herzegovina,Ongrid solar photovoltaic,2021,0.03
Bosnia and Herzegovina,Ongrid solar photovoltaic,2022,0.02
Bosnia and Herzegovina,Ongrid solar photovoltaic,2023,
Bosnia and Herzegovina,Offgrid solar photovoltaic,2019,
Bosnia and Herzegovina,Offgrid solar photovoltaic,2020,
Bosnia and Herzegovina,Offgrid solar photovoltaic,2021,
Bosnia and Herzegovina,Offgrid solar photovoltaic,2022,0.12
Bosnia and Herzegovina,Offgrid solar photovoltaic,2023,0.01
Bosnia and Herzegovina,Solar thermal energy,2019,
Bosnia and Herzegovina,Solar thermal energy,2020,
Bosnia and Herzegovina,Solar thermal energy,2021,0.03
Bosnia and Herzegovina,Solar thermal energy,2022,0.01
Bosnia and Herzegovina,Solar thermal energy,2023,0.01
Bosnia and Herzegovina,Concentrated solar power,2019,
Bosnia and Herzegovina,Concentrated solar power,2020,
Bosnia and Herzegovina,Concentrated solar power,2021,
Bosnia and Herzegovina,Concentrated solar power,2022,
Bosnia and Herzegovina,Concentrated solar power,2023,
Bosnia and Herzegovina,Onshore wind energy,2019,
Bosnia and Herzegovina,Onshore wind energy,2020,
Bosnia and Herzegovina,Onshore wind energy,2021,
Bosnia and Herzegovina,Onshore wind energy,2022,
Bosnia and Herzegovina,Onshore wind energy,2023,35.83
Bosnia and Herzegovina,Offshore wind energy,2019,
Bosnia and Herzegovina,Offshore wind energy,2020,
Bosnia and Herzegovina,Offshore wind energy,2021,
Bosnia and Herzegovina,Offshore wind energy,2022,
Bosnia and Herzegovina,Offshore wind energy,2023,
Bosnia and Herzegovina,Renewable hydropower,2019,17.45
Bosnia and Herzegovina,Renewable hydropower,2020,
Bosnia and Herzegovina,Renewable hydropower,2021,228.91
Bosnia and Herzegovina,Renewable hydropower,2022,407.27
Bosnia and Herzegovina,Renewable hydropower,2023,
Bosnia and Herzegovina,Pumped storage,2019,
Bosnia and Herzegovina,Pumped storage,2020,
Bosnia and Herzegovina,Pumped storage,2021,
Bosnia and Herzegovina,Pumped storage,2022,
Bosnia and Herzegovina,Pumped storage,2023,
Bosnia and Herzegovina,Marine energy,2019,
Bosnia and Herzegovina,Marine energy,2020,
Bosnia and Herzegovina,Marine energy,2021,
Bosnia and Herzegovina,Marine energy,2022,
Bosnia and Herzegovina,Marine energy,2023,
Bosnia and Herzegovina,Nuclear,2019,
Bosnia and Herzegovina,Nuclear,2020,
Bosnia and Herzegovina,Nuclear,2021,
Bosnia and Herzegovina,Nuclear,2022,
Bosnia and Herzegovina,Nuclear,2023,
Botswana,Ongrid solar photovoltaic,2019,
Botswana,Ongrid solar photovoltaic,2020,
Botswana,Ongrid solar photovoltaic,2021,40.41
Botswana,Ongrid solar photovoltaic,2022,1.45
Botswana,Ongrid solar photovoltaic,2023,16.77
Botswana,Offgrid solar photovoltaic,2019,
Botswana,Offgrid solar photovoltaic,2020,
Botswana,Offgrid solar photovoltaic,2021,
Botswana,Offgrid solar photovoltaic,2022,
Botswana,Offgrid solar photovoltaic,2023,57.5
Botswana,Solar thermal energy,2019,
Botswana,Solar thermal energy,2020,
Botswana,Solar thermal energy,2021,
Botswana,Solar thermal energy,2022,
Botswana,Solar thermal energy,2023,
Botswana,Concentrated solar power,2019,
Botswana,Concentrated solar power,2020,
Botswana,Concentrated solar power,2021,
Botswana,Concentrated solar power,2022,
Botswana,Concentrated solar power,2023,
Botswana,Onshore wind energy,2019,
Botswana,Onshore wind energy,2020,
Botswana,Onshore wind energy,2021,
Botswana,Onshore wind energy,2022,
Botswana,Onshore wind energy,2023,
Botswana,Offshore wind energy,2019,
Botswana,Offshore wind energy,2020,
Botswana,Offshore wind energy,2021,
Botswana,Offshore wind energy,2022,
Botswana,Offshore wind energy,2023,
Botswana,Renewable hydropower,2019,
Botswana,Renewable hydropower,2020,
Botswana,Renewable hydropower,2021,
Botswana,Renewable hydropower,2022,
Botswana,Renewable hydropower,2023,
Botswana,Pumped storage,2019,
Botswana,Pumped storage,2020,
Botswana,Pumped storage,2021,
Botswana,Pumped storage,2022,
Botswana,Pumped storage,2023,
Botswana,Marine energy,2019,
Botswana,Marine energy,2020,
Botswana,Marine energy,2021,
Botswana,Marine energy,2022,
Botswana,Marine energy,2023,
Botswana,Nuclear,2019,
Botswana,Nuclear,2020,
Botswana,Nuclear,2021,
Botswana,Nuclear,2022,
Botswana,Nuclear,2023,
Brazil,Ongrid solar photovoltaic,2019,3.8
Brazil,Ongrid solar photovoltaic,2020,475.04
Brazil,Ongrid solar photovoltaic,2021,689.88
Brazil,Ongrid solar photovoltaic,2022,1610.1
Brazil,Ongrid solar photovoltaic,2023,489.88
Brazil,Offgrid solar photovoltaic,2019,0.2
Brazil,Offgrid solar photovoltaic,2020,1.65
Brazil,Offgrid solar photovoltaic,2021,75.85
Brazil,Offgrid solar photovoltaic,2022,11.19
Brazil,Offgrid solar photovoltaic,2023,37.41
Brazil,Solar thermal energy,2019,
Brazil,Solar thermal energy,2020,
Brazil,Solar thermal energy,2021,
Brazil,Solar thermal energy,2022,
Brazil,Solar thermal energy,2023,
Brazil,Concentrated solar power,2019,
Brazil,Concentrated solar power,2020,
Brazil,Concentrated solar power,2021,
Brazil,Concentrated solar power,2022,
Brazil,Concentrated solar power,2023,
Brazil,Onshore wind energy,2019,1178.53
Brazil,Onshore wind energy,2020,605.07
Brazil,Onshore wind energy,2021,1203.64
Brazil,Onshore wind energy,2022,768.15
Brazil,Onshore wind energy,2023,14.8
Brazil,Offshore wind energy,2019,
Brazil,Offshore wind energy,2020,
Brazil,Offshore wind energy,2021,
Brazil,Offshore wind energy,2022,
Brazil,Offshore wind energy,2023,
Brazil,Renewable hydropower,2019,71.22
Brazil,Renewable hydropower,2020,52.73
Brazil,Renewable hydropower,2021,
Brazil,Renewable hydropower,2022,2.28
Brazil,Renewable hydropower,2023,5.9
Brazil,Pumped storage,2019,
Brazil,Pumped storage,2020,
Brazil,Pumped storage,2021,
Brazil,Pumped storage,2022,
Brazil,Pumped storage,2023,
Brazil,Marine energy,2019,
Brazil,Marine energy,2020,
Brazil,Marine energy,2021,
Brazil,Marine energy,2022,
Brazil,Marine energy,2023,
Brazil,Nuclear,2019,0.21
Brazil,Nuclear,2020,0.28
Brazil,Nuclear,2021,
Brazil,Nuclear,2022,
Brazil,Nuclear,2023,
Bulgaria,Ongrid solar photovoltaic,2019,
Bulgaria,Ongrid solar photovoltaic,2020,
Bulgaria,Ongrid solar photovoltaic,2021,
Bulgaria,Ongrid solar photovoltaic,2022,
Bulgaria,Ongrid solar photovoltaic,2023,
Bulgaria,Offgrid solar photovoltaic,2019,
Bulgaria,Offgrid solar photovoltaic,2020,1.01
Bulgaria,Offgrid solar photovoltaic,2021,
Bulgaria,Offgrid solar photovoltaic,2022,
Bulgaria,Offgrid solar photovoltaic,2023,
Bulgaria,Solar thermal energy,2019,
Bulgaria,Solar thermal energy,2020,
Bulgaria,Solar thermal energy,2021,
Bulgaria,Solar thermal energy,2022,
Bulgaria,Solar thermal energy,2023,
Bulgaria,Concentrated solar power,2019,
Bulgaria,Concentrated solar power,2020,
Bulgaria,Concentrated solar power,2021,
Bulgaria,Concentrated solar power,2022,
Bulgaria,Concentrated solar power,2023,
Bulgaria,Onshore wind energy,2019,
Bulgaria,Onshore wind energy,2020,
Bulgaria,Onshore wind energy,2021,
Bulgaria,Onshore wind energy,2022,
Bulgaria,Onshore wind energy,2023,
Bulgaria,Offshore wind energy,2019,
Bulgaria,Offshore wind energy,2020,
Bulgaria,Offshore wind energy,2021,
Bulgaria,Offshore wind energy,2022,
Bulgaria,Offshore wind energy,2023,
Bulgaria,Renewable hydropower,2019,
Bulgaria,Renewable hydropower,2020,
Bulgaria,Renewable hydropower,2021,
Bulgaria,Renewable hydropower,2022,
Bulgaria,Renewable hydropower,2023,
Bulgaria,Pumped storage,2019,
Bulgaria,Pumped storage,2020,
Bulgaria,Pumped storage,2021,
Bulgaria,Pumped storage,2022,
Bulgaria,Pumped storage,2023,
Bulgaria,Marine energy,2019,
Bulgaria,Marine energy,2020,
Bulgaria,Marine energy,2021,
Bulgaria,Marine energy,2022,
Bulgaria,Marine energy,2023,
Bulgaria,Nuclear,2019,
Bulgaria,Nuclear,2020,
Bulgaria,Nuclear,2021,
Bulgaria,Nuclear,2022,
Bulgaria,Nuclear,2023,
Burkina Faso,Ongrid solar photovoltaic,2019,23.49
Burkina Faso,Ongrid solar photovoltaic,2020,150.99
Burkina Faso,Ongrid solar photovoltaic,2021,77.75
Burkina Faso,Ongrid solar photovoltaic,2022,2.34
Burkina Faso,Ongrid solar photovoltaic,2023,53.1
Burkina Faso,Offgrid solar photovoltaic,2019,0.65
