Country/area,Technology,Data Type,Grid connection,2019,2020,2021,2022,2023,2024
Somalia,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Somalia,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Somalia,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Somalia,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Somalia,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Somalia,Onshore wind energy,Electricity Generation (GWh),Off-grid,6,6,6,6,6,
Somalia,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Somalia,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,3.55,3.55,3.55,3.55,3.55,3.55
Somalia,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Somalia,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Somalia,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Somalia,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Somalia,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Somalia,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Somalia,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Somalia,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Somalia,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Somalia,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Somalia,Renewable hydropower,Electricity Generation (GWh),On-grid,,,,,,
Somalia,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Somalia,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,,,,,,
Somalia,Solar photovoltaic,Electricity Generation (GWh),Off-grid,3.8,17,29.5,66.2,71.6,
Somalia,Solar photovoltaic,Electricity Generation (GWh),On-grid,,,,,,
Somalia,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2.44,10.91,18.91,42.41,45.91,45.91
Somalia,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,,,,,,
Somalia,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Somalia,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Somalia,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Somalia,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Somalia,Total renewable,Electricity Generation (GWh),Off-grid,9.8,23,35.5,72.2,77.6,
Somalia,Total renewable,Electricity Generation (GWh),On-grid,,,,,,
Somalia,Total renewable,Electricity Installed Capacity (MW),Off-grid,5.99,14.46,22.46,45.96,49.46,49.46
Somalia,Total renewable,Electricity Installed Capacity (MW),On-grid,,,,,,
South Africa,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
South Africa,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
South Africa,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Africa,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
South Africa,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
South Africa,Nuclear,Electricity Generation (GWh),On-grid,12834,10740.25,11742,10593.66,8579.75,
South Africa,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Africa,Nuclear,Electricity Installed Capacity (MW),On-grid,1940,1940,1934,1940,1934,1934
South Africa,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
South Africa,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
South Africa,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Africa,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Africa,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
South Africa,Onshore wind energy,Electricity Generation (GWh),On-grid,294.25,299.5,266,223.75,300.25,
South Africa,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Africa,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,2094,2516,2495,3163,3442,3442
South Africa,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
South Africa,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
South Africa,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Africa,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Africa,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
South Africa,Pumped storage,Electricity Generation (GWh),On-grid,4942.5,4861.25,4756,4671.74,4309.75,
South Africa,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Africa,Pumped storage,Electricity Installed Capacity (MW),On-grid,2732,2732,2732,2732,2732,2732
South Africa,Renewable hydropower,Electricity Generation (GWh),Off-grid,20.77,20.77,20.77,20.77,20.77,
South Africa,Renewable hydropower,Electricity Generation (GWh),On-grid,773.25,1212.25,1804,3302.87,1851,
South Africa,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,7.65,7.65,7.65,7.65,7.65,7.65
South Africa,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,740,740,744,744,744,744
South Africa,Solar photovoltaic,Electricity Generation (GWh),Off-grid,9.29,8.89,8.72,8.6,9.57,
South Africa,Solar photovoltaic,Electricity Generation (GWh),On-grid,3841,5344,6179,8684,12525,
South Africa,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,5.56,5.33,5.22,5.15,5.73,5.73
South Africa,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2300,3200,3700,5200,7500,8452
South Africa,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
South Africa,Solar thermal energy,Electricity Generation (GWh),On-grid,1554,1623,1652,1589.46,1589.46,
South Africa,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Africa,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,500,500,500,500,500,600
South Africa,Total renewable,Electricity Generation (GWh),Off-grid,30.06,29.67,29.49,29.38,30.35,
South Africa,Total renewable,Electricity Generation (GWh),On-grid,6892.64,8888.45,10290.28,14203.6,16669.88,
South Africa,Total renewable,Electricity Installed Capacity (MW),Off-grid,13.21,12.98,12.87,12.8,13.38,13.38
South Africa,Total renewable,Electricity Installed Capacity (MW),On-grid,5898.69,7220.69,7703.69,9871.69,12450.69,13502.69
South Georgia and the South Sandwich Islands,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Onshore wind energy,Electricity Generation (GWh),Off-grid,0.01,0.01,0.01,0.01,0.01,
South Georgia and the South Sandwich Islands,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,0.01,0.01,0.01,0.01,0.01,0.01
South Georgia and the South Sandwich Islands,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Renewable hydropower,Electricity Generation (GWh),Off-grid,0.75,0.75,0.75,0.75,0.75,
South Georgia and the South Sandwich Islands,Renewable hydropower,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,0.18,0.18,0.18,0.18,0.19,0.19
South Georgia and the South Sandwich Islands,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Solar photovoltaic,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Georgia and the South Sandwich Islands,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Total renewable,Electricity Generation (GWh),Off-grid,0.76,0.76,0.76,0.76,0.76,
South Georgia and the South Sandwich Islands,Total renewable,Electricity Generation (GWh),On-grid,,,,,,
South Georgia and the South Sandwich Islands,Total renewable,Electricity Installed Capacity (MW),Off-grid,0.19,0.19,0.19,0.19,0.2,0.2
South Georgia and the South Sandwich Islands,Total renewable,Electricity Installed Capacity (MW),On-grid,,,,,,
South Sudan,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
South Sudan,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
South Sudan,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Sudan,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
South Sudan,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
South Sudan,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
South Sudan,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Sudan,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
South Sudan,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
South Sudan,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
South Sudan,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Sudan,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Sudan,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
South Sudan,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
South Sudan,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Sudan,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Sudan,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
South Sudan,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
South Sudan,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Sudan,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Sudan,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
South Sudan,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
South Sudan,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Sudan,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
South Sudan,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
South Sudan,Renewable hydropower,Electricity Generation (GWh),On-grid,,,,,,
South Sudan,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Sudan,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,,,,,,
South Sudan,Solar photovoltaic,Electricity Generation (GWh),Off-grid,3.72,4.1,3.8,4.47,5.61,
South Sudan,Solar photovoltaic,Electricity Generation (GWh),On-grid,,1.5,1.5,1.5,1.5,
South Sudan,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2.48,2.73,2.53,2.98,3.74,3.74
South Sudan,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,,1,1,1,14,28
South Sudan,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
South Sudan,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
South Sudan,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
South Sudan,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
South Sudan,Total renewable,Electricity Generation (GWh),Off-grid,3.72,4.1,3.8,4.47,5.61,
South Sudan,Total renewable,Electricity Generation (GWh),On-grid,,1.5,1.5,1.5,1.5,
South Sudan,Total renewable,Electricity Installed Capacity (MW),Off-grid,2.48,2.73,2.53,2.98,3.74,3.74
South Sudan,Total renewable,Electricity Installed Capacity (MW),On-grid,,1,1,1,14,28
Spain,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Spain,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Spain,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Spain,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,3071.19,3071.19,3071.19,3071.19,3071.19,3071.19
Spain,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Spain,Nuclear,Electricity Generation (GWh),On-grid,58349,58299,56564,58590,56873,
Spain,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Spain,Nuclear,Electricity Installed Capacity (MW),On-grid,7117.29,7117.29,7117.29,7117.29,7117.29,7117.29
Spain,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Spain,Offshore wind energy,Electricity Generation (GWh),On-grid,11,11,11,11,5.5,
Spain,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Spain,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,5,5,5,5,5,5
Spain,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Spain,Onshore wind energy,Electricity Generation (GWh),On-grid,55636,56433,62050,62773,64269.5,
Spain,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Spain,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,25585.08,26814.19,27902.65,30108.76,30863.5,31806.5
Spain,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Spain,Other non-renewable energy,Electricity Generation (GWh),On-grid,1124,1208,1220.45,1172.5,1115.84,
Spain,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Spain,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,224.67,224.67,237.46,237.46,237.46,237.46
Spain,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Spain,Pumped storage,Electricity Generation (GWh),On-grid,2228,3491,3221,4512,6109,
Spain,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Spain,Pumped storage,Electricity Installed Capacity (MW),On-grid,3331.4,3331.4,3331.4,3331.4,3331.4,3331.4
Spain,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Spain,Renewable hydropower,Electricity Generation (GWh),On-grid,24646,30507,29626,17590,24996,
Spain,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Spain,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,13711.08,13714,13729.78,13734.5,13737.62,13737.62
Spain,Solar photovoltaic,Electricity Generation (GWh),Off-grid,38.7,38.68,40.48,41.05,42.38,
Spain,Solar photovoltaic,Electricity Generation (GWh),On-grid,9420,15675,21922,31187,43421,
Spain,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,35.18,35.17,36.8,36.8,36.8,36.8
Spain,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,8807.2,10135.59,13715.2,23897.32,29579.61,36248.61
Spain,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Spain,Solar thermal energy,Electricity Generation (GWh),On-grid,5683,4992,5176,4536,5165,
Spain,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Spain,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2304.01,2304.01,2304.01,2304.01,2304.01,2302.01
Spain,Total renewable,Electricity Generation (GWh),Off-grid,38.7,38.68,40.48,41.05,42.38,
Spain,Total renewable,Electricity Generation (GWh),On-grid,100988,113783,125746.55,122918.5,143772,
Spain,Total renewable,Electricity Installed Capacity (MW),Off-grid,35.18,35.17,36.8,36.8,36.8,36.8
Spain,Total renewable,Electricity Installed Capacity (MW),On-grid,54600.58,57313.13,62010.74,74404.21,80844.35,88461.35
Sri Lanka,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Sri Lanka,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Sri Lanka,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sri Lanka,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Sri Lanka,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Sri Lanka,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Sri Lanka,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sri Lanka,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Sri Lanka,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Sri Lanka,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Sri Lanka,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sri Lanka,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Sri Lanka,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Sri Lanka,Onshore wind energy,Electricity Generation (GWh),On-grid,348,331.66,652.86,737.91,824.42,
Sri Lanka,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sri Lanka,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,128.45,179,252,252,267,267
Sri Lanka,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Sri Lanka,Other non-renewable energy,Electricity Generation (GWh),On-grid,,1.06,35.01,34.96,36.42,
Sri Lanka,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sri Lanka,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,5,5,5,5,5
Sri Lanka,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Sri Lanka,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Sri Lanka,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sri Lanka,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Sri Lanka,Renewable hydropower,Electricity Generation (GWh),Off-grid,7.49,7.49,7.49,7.49,7.49,
Sri Lanka,Renewable hydropower,Electricity Generation (GWh),On-grid,4811.98,4976.35,7226.49,6759.72,5970.53,
Sri Lanka,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,4.45,4.45,4.45,4.45,4.45,4.45
Sri Lanka,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,1809,1793,1797,1827,1832,1842
Sri Lanka,Solar photovoltaic,Electricity Generation (GWh),Off-grid,11.18,11.18,11.18,11.18,11.18,
Sri Lanka,Solar photovoltaic,Electricity Generation (GWh),On-grid,330.1,452.74,628.88,833.1,986.78,
Sri Lanka,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,7.66,7.66,7.66,7.66,7.66,7.66
Sri Lanka,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,341.93,427.96,616.78,792.52,950.18,1442.04
Sri Lanka,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Sri Lanka,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Sri Lanka,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sri Lanka,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Sri Lanka,Total renewable,Electricity Generation (GWh),Off-grid,18.68,18.68,18.68,18.68,18.68,
Sri Lanka,Total renewable,Electricity Generation (GWh),On-grid,5607.61,5859.53,8636.1,8412.94,7934.87,
Sri Lanka,Total renewable,Electricity Installed Capacity (MW),Off-grid,12.11,12.11,12.11,12.11,12.11,12.11
Sri Lanka,Total renewable,Electricity Installed Capacity (MW),On-grid,2319.47,2445.06,2710.89,2916.62,3098.26,3600.12
State of Palestine (the),Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
State of Palestine (the),Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
State of Palestine (the),Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
State of Palestine (the),Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
State of Palestine (the),Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
State of Palestine (the),Nuclear,Electricity Generation (GWh),On-grid,,,,,,
State of Palestine (the),Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
State of Palestine (the),Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
State of Palestine (the),Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
State of Palestine (the),Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
State of Palestine (the),Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
State of Palestine (the),Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
State of Palestine (the),Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
State of Palestine (the),Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
State of Palestine (the),Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
State of Palestine (the),Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
State of Palestine (the),Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
State of Palestine (the),Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
State of Palestine (the),Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
State of Palestine (the),Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
State of Palestine (the),Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
State of Palestine (the),Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
State of Palestine (the),Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
State of Palestine (the),Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
State of Palestine (the),Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
State of Palestine (the),Renewable hydropower,Electricity Generation (GWh),On-grid,,,,,,
State of Palestine (the),Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
State of Palestine (the),Renewable hydropower,Electricity Installed Capacity (MW),On-grid,,,,,,
State of Palestine (the),Solar photovoltaic,Electricity Generation (GWh),Off-grid,5.31,5.53,5.53,5.53,5.53,
State of Palestine (the),Solar photovoltaic,Electricity Generation (GWh),On-grid,120,175.1,224,342,345,
State of Palestine (the),Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2.92,3.04,3.04,3.04,3.04,3.04
State of Palestine (the),Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,80,115.5,176,190,190,195.5
State of Palestine (the),Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
State of Palestine (the),Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
State of Palestine (the),Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
State of Palestine (the),Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
State of Palestine (the),Total renewable,Electricity Generation (GWh),Off-grid,5.31,5.53,5.53,5.53,5.53,
State of Palestine (the),Total renewable,Electricity Generation (GWh),On-grid,120.28,175.38,224.28,342.28,345.28,
State of Palestine (the),Total renewable,Electricity Installed Capacity (MW),Off-grid,2.92,3.04,3.04,3.04,3.04,3.04
State of Palestine (the),Total renewable,Electricity Installed Capacity (MW),On-grid,80.34,115.84,176.34,190.34,190.34,195.84
Sudan (the),Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Sudan (the),Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Sudan (the),Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sudan (the),Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Sudan (the),Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Sudan (the),Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Sudan (the),Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sudan (the),Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Sudan (the),Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Sudan (the),Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Sudan (the),Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sudan (the),Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Sudan (the),Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Sudan (the),Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Sudan (the),Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sudan (the),Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Sudan (the),Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Sudan (the),Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Sudan (the),Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sudan (the),Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Sudan (the),Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Sudan (the),Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Sudan (the),Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sudan (the),Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Sudan (the),Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Sudan (the),Renewable hydropower,Electricity Generation (GWh),On-grid,10210,11008,10061,10061,10061,
Sudan (the),Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Sudan (the),Renewable hydropower,Electricity Installed Capacity (MW),On-grid,1482,1482,1482,1482,1482,1482
Sudan (the),Solar photovoltaic,Electricity Generation (GWh),Off-grid,21.09,27.11,27.11,27.11,27.11,
Sudan (the),Solar photovoltaic,Electricity Generation (GWh),On-grid,0.46,0.4,0.4,98.4,98.4,
