Country/area,Technology,Data Type,Grid connection,2019,2020,2021,2022,2023,2024
"Bonaire, Sint Eustatius and Saba",Onshore wind energy,Electricity Installed Capacity (MW),On-grid,11.13,11.13,11.13,11.13,11.13,11.13
"Bonaire, Sint Eustatius and Saba",Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Renewable hydropower,Electricity Generation (GWh),On-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Renewable hydropower,Electricity Installed Capacity (MW),On-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Solar photovoltaic,Electricity Generation (GWh),On-grid,9.14,8.04,8.94,8.04,8.64,
"Bonaire, Sint Eustatius and Saba",Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,,,,,0.13,0.13
"Bonaire, Sint Eustatius and Saba",Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,6.65,6.65,6.65,6.65,7.65,12.95
"Bonaire, Sint Eustatius and Saba",Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Total renewable,Electricity Generation (GWh),Off-grid,,,,,,
"Bonaire, Sint Eustatius and Saba",Total renewable,Electricity Generation (GWh),On-grid,41.2,33,37.7,37.4,43.29,
"Bonaire, Sint Eustatius and Saba",Total renewable,Electricity Installed Capacity (MW),Off-grid,,,,,0.13,0.13
"Bonaire, Sint Eustatius and Saba",Total renewable,Electricity Installed Capacity (MW),On-grid,17.77,17.77,17.77,17.77,18.77,24.08
Bosnia and Herzegovina,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Bosnia and Herzegovina,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Bosnia and Herzegovina,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Bosnia and Herzegovina,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Bosnia and Herzegovina,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Bosnia and Herzegovina,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Bosnia and Herzegovina,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Onshore wind energy,Electricity Generation (GWh),On-grid,254,262,382,391,356,
Bosnia and Herzegovina,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,87,87,135,135,135,219
Bosnia and Herzegovina,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Bosnia and Herzegovina,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Bosnia and Herzegovina,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Pumped storage,Electricity Generation (GWh),On-grid,71,83,106,27,11,
Bosnia and Herzegovina,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Pumped storage,Electricity Installed Capacity (MW),On-grid,420,420,420,420,420,420
Bosnia and Herzegovina,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Renewable hydropower,Electricity Generation (GWh),On-grid,6101,4580,6690,4712,6750,
Bosnia and Herzegovina,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,1818.84,1828.79,1836.78,1838.49,1842.48,1868.18
Bosnia and Herzegovina,Solar photovoltaic,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Solar photovoltaic,Electricity Generation (GWh),On-grid,30,45,72,114,253,
Bosnia and Herzegovina,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,22.35,34.89,56.51,101.56,212.19,212.19
Bosnia and Herzegovina,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Bosnia and Herzegovina,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Bosnia and Herzegovina,Total renewable,Electricity Generation (GWh),Off-grid,,,,,,
Bosnia and Herzegovina,Total renewable,Electricity Generation (GWh),On-grid,6393,4900,7186,5248,7395,
Bosnia and Herzegovina,Total renewable,Electricity Installed Capacity (MW),Off-grid,,,,,,
Bosnia and Herzegovina,Total renewable,Electricity Installed Capacity (MW),On-grid,1930.4,1952.79,2038.5,2085.26,2199.88,2309.58
Botswana,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Botswana,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Botswana,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Botswana,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Botswana,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Botswana,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Botswana,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Botswana,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Botswana,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Botswana,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Botswana,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Botswana,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Botswana,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Botswana,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Botswana,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Botswana,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Botswana,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Botswana,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Botswana,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Botswana,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Botswana,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Botswana,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Botswana,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Botswana,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Botswana,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
Botswana,Renewable hydropower,Electricity Generation (GWh),On-grid,,,,,,
Botswana,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
Botswana,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,,,,,,
Botswana,Solar photovoltaic,Electricity Generation (GWh),Off-grid,4.04,4.04,4.1,4.08,4.1,
Botswana,Solar photovoltaic,Electricity Generation (GWh),On-grid,1.9,1.9,2.08,2.08,1.97,
Botswana,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2.37,2.36,2.4,2.38,2.4,2.4
Botswana,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,3.55,3.55,3.9,3.9,7.9,7.9
Botswana,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Botswana,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Botswana,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Botswana,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Botswana,Total renewable,Electricity Generation (GWh),Off-grid,4.04,4.04,4.1,4.08,4.1,
Botswana,Total renewable,Electricity Generation (GWh),On-grid,1.9,1.9,2.08,2.08,1.97,
Botswana,Total renewable,Electricity Installed Capacity (MW),Off-grid,2.37,2.36,2.4,2.38,2.4,2.4
Botswana,Total renewable,Electricity Installed Capacity (MW),On-grid,3.55,3.55,3.9,3.9,7.9,7.9
Brazil,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Brazil,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Brazil,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brazil,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Brazil,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Brazil,Nuclear,Electricity Generation (GWh),On-grid,16128.82,14052.6,14704.59,14559.01,14503.72,
Brazil,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brazil,Nuclear,Electricity Installed Capacity (MW),On-grid,1990,1990,1990,1990,1990,1990
Brazil,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Brazil,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Brazil,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brazil,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Brazil,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Brazil,Onshore wind energy,Electricity Generation (GWh),On-grid,55985.9,57050.32,72285.97,81631.71,95800.75,
Brazil,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brazil,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,15456.63,17216.55,21002.39,24195.74,29112.88,32959.31
Brazil,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Brazil,Other non-renewable energy,Electricity Generation (GWh),On-grid,7635.65,6902.06,7369.37,7155.94,5817.74,
Brazil,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brazil,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,168.11,170.33,177.98,178.98,179.73,179.73
Brazil,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Brazil,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Brazil,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brazil,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
Brazil,Renewable hydropower,Electricity Generation (GWh),Off-grid,0.07,0.07,0.07,0.08,17.61,
Brazil,Renewable hydropower,Electricity Generation (GWh),On-grid,397876.62,396381.58,362818.1,427113.54,425995.81,
Brazil,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,0.02,0.02,0.02,0.02,4.54,4.54
Brazil,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,109094.54,109275.78,109408.51,109756.07,109916.77,109977.11
Brazil,Solar photovoltaic,Electricity Generation (GWh),Off-grid,11.68,11.7,11.58,8.94,8.61,
Brazil,Solar photovoltaic,Electricity Generation (GWh),On-grid,6654.96,10748.7,16752.08,30126.21,50633.35,
Brazil,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,7.22,7.22,7.07,3.97,6.66,6.66
Brazil,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,4701.52,8477.96,14506.6,25394.77,37936.45,53109.12
Brazil,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
Brazil,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
Brazil,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brazil,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Brazil,Total renewable,Electricity Generation (GWh),Off-grid,11.75,11.77,11.64,9.02,26.22,
Brazil,Total renewable,Electricity Generation (GWh),On-grid,515013.61,522380.51,507190.76,593509.3,629877.51,
Brazil,Total renewable,Electricity Installed Capacity (MW),Off-grid,7.24,7.24,7.09,3.99,11.2,11.2
Brazil,Total renewable,Electricity Installed Capacity (MW),On-grid,144604.05,150682.99,161295.91,176576.11,194451.55,213852.7
British Virgin Islands,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
British Virgin Islands,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
British Virgin Islands,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
British Virgin Islands,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
British Virgin Islands,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
British Virgin Islands,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
British Virgin Islands,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
British Virgin Islands,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
British Virgin Islands,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
British Virgin Islands,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
British Virgin Islands,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
British Virgin Islands,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
British Virgin Islands,Onshore wind energy,Electricity Generation (GWh),Off-grid,2.45,2.46,2.46,2.46,2.46,
British Virgin Islands,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
British Virgin Islands,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,0.8,0.8,0.8,0.8,0.8,0.8
British Virgin Islands,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
British Virgin Islands,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
British Virgin Islands,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
British Virgin Islands,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
British Virgin Islands,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
British Virgin Islands,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
British Virgin Islands,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
British Virgin Islands,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
British Virgin Islands,Pumped storage,Electricity Installed Capacity (MW),On-grid,,,,,,
British Virgin Islands,Renewable hydropower,Electricity Generation (GWh),Off-grid,,,,,,
British Virgin Islands,Renewable hydropower,Electricity Generation (GWh),On-grid,,,,,,
British Virgin Islands,Renewable hydropower,Electricity Installed Capacity (MW),Off-grid,,,,,,
British Virgin Islands,Renewable hydropower,Electricity Installed Capacity (MW),On-grid,,,,,,
British Virgin Islands,Solar photovoltaic,Electricity Generation (GWh),Off-grid,1.64,1.72,1.98,1.99,1.99,
British Virgin Islands,Solar photovoltaic,Electricity Generation (GWh),On-grid,,0.01,0.12,0.51,0.51,
British Virgin Islands,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,0.99,1.2,1.18,1.2,2.2,2.2
British Virgin Islands,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,,0.04,0.3,0.32,0.33,0.33
British Virgin Islands,Solar thermal energy,Electricity Generation (GWh),Off-grid,,,,,,
British Virgin Islands,Solar thermal energy,Electricity Generation (GWh),On-grid,,,,,,
British Virgin Islands,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
British Virgin Islands,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,,,,,,
British Virgin Islands,Total renewable,Electricity Generation (GWh),Off-grid,4.09,4.17,4.44,4.44,4.44,
British Virgin Islands,Total renewable,Electricity Generation (GWh),On-grid,,0.01,0.12,0.51,0.51,
British Virgin Islands,Total renewable,Electricity Installed Capacity (MW),Off-grid,1.79,2,1.99,2,3,3
British Virgin Islands,Total renewable,Electricity Installed Capacity (MW),On-grid,,0.04,0.3,0.32,0.33,0.33
Brunei Darussalam,Mixed Hydro Plants,Electricity Generation (GWh),Off-grid,,,,,,
Brunei Darussalam,Mixed Hydro Plants,Electricity Generation (GWh),On-grid,,,,,,
Brunei Darussalam,Mixed Hydro Plants,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brunei Darussalam,Mixed Hydro Plants,Electricity Installed Capacity (MW),On-grid,,,,,,
Brunei Darussalam,Nuclear,Electricity Generation (GWh),Off-grid,,,,,,
Brunei Darussalam,Nuclear,Electricity Generation (GWh),On-grid,,,,,,
Brunei Darussalam,Nuclear,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brunei Darussalam,Nuclear,Electricity Installed Capacity (MW),On-grid,,,,,,
Brunei Darussalam,Offshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Brunei Darussalam,Offshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Brunei Darussalam,Offshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brunei Darussalam,Offshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Brunei Darussalam,Onshore wind energy,Electricity Generation (GWh),Off-grid,,,,,,
Brunei Darussalam,Onshore wind energy,Electricity Generation (GWh),On-grid,,,,,,
Brunei Darussalam,Onshore wind energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brunei Darussalam,Onshore wind energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Brunei Darussalam,Other non-renewable energy,Electricity Generation (GWh),Off-grid,,,,,,
Brunei Darussalam,Other non-renewable energy,Electricity Generation (GWh),On-grid,,,,,,
Brunei Darussalam,Other non-renewable energy,Electricity Installed Capacity (MW),Off-grid,,,,,,
Brunei Darussalam,Other non-renewable energy,Electricity Installed Capacity (MW),On-grid,,,,,,
Brunei Darussalam,Pumped storage,Electricity Generation (GWh),Off-grid,,,,,,
Brunei Darussalam,Pumped storage,Electricity Generation (GWh),On-grid,,,,,,
Brunei Darussalam,Pumped storage,Electricity Installed Capacity (MW),Off-grid,,,,,,
